%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
20 10100006 48094 39650429 10.402067860783458 12.782654798759859 832.5122826908541 670.3525844274486 3328 1234 4494 48001 93 87 93 3213 3162 3088 2995 2913 2848 2773 2719 2649 2588 2510 2419 2299 2130 1940 1082 963 806 648 483 319 204 121 66 36 20 12 8 5 4 40968 6391 555 1431 40968 795 6391 3916 48002 814 672 454 5821 4376 968 477 9.361974405850091 34.56395590108274 6.6022727272727275 22.078068658795303 1.5408805031446542 5.413896243620451 9791869.433043875 148952.17109085288 9798503.147727273 147423.95189256698 9838854.660377359 137780.87222095256 8056.30621572212 44260.973682489 4494.978305785124 27734.827828613812 283.5 1905.5793771186757 3119 30376 2890 447 101 60 20 0
21 10600005 45468 36985003 11.00193623622082 13.278346447020155 819.8381397823243 679.9552200542404 3306 1225 4466 45436 32 86 32 3177 3103 3035 2941 2849 2791 2723 2675 2612 2550 2477 2388 2261 2100 1916 1063 950 800 633 467 311 196 117 66 36 20 12 8 5 4 38322 6510 518 1416 38322 869 6508 3967 45437 867 569 394 5667 4215 1072 380 9.091814946619218 35.624970916306204 6.072761194029851 19.64372502444027 1.6736842105263159 5.269824724939051 1.0296291451957295E7 151161.53756938453 1.031241873880597E7 151092.40791479454 1.0342870018421052E7 148078.2584046355 7795.761091340451 47186.3319550256 3824.3871268656717 23488.891518933928 194.72058823529412 968.4133399839262 3034 27496 2753 452 91 70 15 0
22 11100004 44676 35720465 11.200085114007974 13.464118571699395 806.5947477758208 675.3322469161969 3235 1240 4354 44644 32 93 31 3106 3041 2972 2891 2807 2734 2666 2612 2557 2499 2416 2321 2210 2054 1859 1077 959 798 637 458 306 196 117 67 36 20 12 8 5 4 37691 6301 560 1390 37688 807 6301 3890 44643 856 525 464 5601 4152 984 465 9.077793834296724 29.618402373393064 6.403455284552845 21.561125059262057 1.4709677419354839 4.323230572227806 1.0793418946531791E7 151831.8646800852 1.0806631503048781E7 152855.26169353272 1.0856687993548388E7 152251.19984447322 7584.737653577451 36861.555247082004 4276.075203252032 26798.917275085387 171.30769230769232 821.9094307927337 2976 27180 2723 392 92 51 16 0
23 11600024 49722 42165768 10.064099983899533 12.807594431616682 855.871536728439 667.5962049452407 3260 1318 4523 49660 62 101 62 3126 3063 2988 2897 2807 2738 2670 2607 2541 2481 2408 2309 2196 2026 1840 1101 973 822 653 473 316 201 122 73 41 25 17 13 10 9 42047 6957 555 1517 42047 779 6957 3998 49661 1001 529 427 5909 4408 987 514 9.538793103448276 37.98259045745088 7.048632218844984 23.871723213869473 1.3968871595330739 3.362935997220402 1.12902236780853E7 149963.3177786371 1.1306601442755826E7 148228.21187260663 1.1343598692607004E7 144842.15000869078 8463.40222323049 50267.601153797455 4895.368794326241 29555.479036500168 161.72674418604652 846.5039114457908 3150 31412 2792 365 91 57 21 0
24 12100005 46808 37490292 10.694118905047048 13.033881950506663 809.0716474599681 675.9237402941651 3299 1276 4544 46746 62 176 62 3154 3089 3009 2925 2836 2762 2690 2642 2575 2517 2447 2340 2216 2050 1844 1072 948 793 627 465 313 196 117 65 36 20 12 8 6 5 38710 7250 610 1453 38710 791 7250 4003 46747 957 604 501 5823 4295 983 545 9.012805587892899 31.292268271102373 7.375381485249237 25.90639696804087 1.5559633027522937 4.598763296062432 1.18003417443539E7 156368.32794638682 1.1810927645981688E7 153121.25718295586 1.1838187244036697E7 147683.66421980798 7513.949476135041 39293.52384390433 5264.821973550356 32426.76390312316 197.38073394495413 1536.9697564070973 3109 27987 2713 389 85 100 26 0
25 12600022 46401 36664191 10.780144443246739 13.028480175273014 797.3166684788519 675.0201232507959 3276 1265 4485 46339 62 134 62 3146 3076 2993 2900 2806 2741 2677 2626 2556 2491 2399 2297 2181 2035 1850 1090 979 823 656 487 320 199 115 63 36 20 12 8 5 4 39230 6384 591 1424 39230 774 6384 3944 46340 896 556 429 5809 4350 950 509 9.0183908045977 32.489626991841035 6.72 19.99418336469516 1.5461689587426326 5.677481109482137 1.2293422537011495E7 153448.66392701643 1.2313078830526317E7 154675.6208856457 1.2342347911591355E7 140190.68039137713 7494.574022988506 40749.451759569936 4243.669473684211 21787.116503663594 152.51923076923077 717.0569658734878 3107 28509 2829 451 94 99 26 0
26 13100027 44494 35414184 11.243130818006026 13.433920864631624 805.8876550233246 674.0288312992906 3341 1283 4517 44400 94 124 94 3211 3149 3080 2983 2895 2826 2763 2711 2652 2592 2505 2401 2287 2119 1911 1088 958 801 639 468 307 188 113 64 36 20 12 8 5 4 37472 6233 571 1504 37470 769 6233 4036 44399 894 553 439 5732 4232 947 553 8.854442344045369 32.16058037499806 6.581837381203801 23.540524271964376 1.426763110307414 4.3810375545354034 1.2798267788279774E7 152115.78598862494 1.27969536124604E7 150375.3859253554 1.2866607942133816E7 140859.95134420137 7419.278421177027 40462.79317194775 4232.428722280887 26951.96937161453 85.08695652173913 271.60211067246723 3098 27144 2653 435 109 87 19 0
27 13600015 44221 33599268 11.314740224475019 13.47823895827511 768.4337106918239 679.8359377136336 3359 1232 4548 44097 124 138 124 3217 3152 3072 2973 2879 2803 2730 2678 2619 2557 2477 2376 2276 2141 1941 1058 947 808 635 466 313 197 121 67 36 20 12 8 5 4 38265 5221 473 1513 38265 763 5221 4054 44098 1021 506 429 5929 4496 909 524 8.510898576512455 29.932950725678676 5.743674367436744 17.460689779294427 1.4026717557251909 5.460300861324695 1.3293249548709964E7 148937.11433343485 1.3308722636963697E7 151876.32555311196 1.334612591793893E7 146763.05665249936 6850.3689946619215 36798.177754143995 3060.5203520352034 16764.58687226738 89.33333333333333 212.45573565692825 3130 26699 2853 478 129 75 18 0
28 14100002 46856 35074024 10.67804898883123 12.679291414630226 753.963026655202 683.5301288914203 3259 4240 7552 46856 0 93 0 3133 3071 2989 2900 2822 2762 2688 2630 2570 2504 2420 2307 2184 2023 1833 1819 1301 945 690 478 312 192 113 64 36 20 12 8 5 4 40558 5746 459 1523 40558 826 5746 4053 46856 3909 589 456 8850 7437 972 441 5.45354309533414 23.69495702257623 5.911522633744856 19.709542089625423 1.251700680272109 1.7346672000082841 1.3850394283313164E7 149102.03899177178 1.3812130422839506E7 152629.9091093094 1.384501635600907E7 142249.47468974337 4243.929810407422 30735.688882745864 3587.185185185185 22597.36938921779 154.6060606060606 727.8994644200737 6222 26801 2843 443 94 59 19 0
29 14600004 52897 40400762 9.457642185697264 11.511255083098776 770.221622755176 685.1589879949129 3218 5716 9015 52804 93 67 93 3086 3022 2940 2854 2787 2727 2661 2611 2551 2478 2415 2333 2208 2056 1871 2198 1488 1035 726 493 322 206 124 68 37 21 13 9 6 5 46510 5712 515 1607 46510 812 5712 4093 52805 5581 562 409 10423 8997 975 451 5.169500944759364 24.978043042068045 5.858461538461539 19.671429236461904 1.4966740576496673 5.101627930259386 1.4321428429365344E7 148772.2512577896 1.4307861333333334E7 152143.1331572362 1.4357882840354767E7 137517.95459601894 4083.8103812381905 33145.308050743835 3727.4215384615386 23025.157441951764 169.57142857142858 695.9940475935942 7597 30691 2892 457 123 93 17 0
30 15100002 50971 38962491 9.81513396800471 11.825659656970712 770.6880686763193 685.1419278156097 3185 5514 8805 50908 63 110 63 3059 2996 2925 2829 2745 2680 2615 2559 2497 2423 2334 2233 2110 1960 1781 2177 1488 1049 743 506 324 202 122 67 36 20 12 8 5 4 44265 6043 490 1473 44263 798 6043 3941 50907 5251 502 341 10084 8636 965 483 5.125636868920797 24.638091420911955 6.262176165803109 21.35122037259144 1.3726708074534162 3.30599555735618 1.482042922927281E7 149842.77682585982 1.480696952746114E7 148571.5334814968 1.4832979534161491E7 136356.34647663264 4049.7646786334685 32597.952049079613 4097.635892116183 25355.23225985605 227.86772486772486 1682.488969436392 7496 28772 2748 435 115 215 15 0
31 15600025 47750 35857701 10.480917150462139 12.314534865428657 757.3789418101172 682.6085479689442 3195 4527 7758 47718 32 110 32 3077 3009 2934 2844 2763 2703 2638 2589 2528 2468 2407 2310 2195 2030 1849 1900 1334 968 716 508 331 202 123 67 36 20 12 8 5 4 40273 6822 513 1438 40273 812 6822 3895 47719 4324 524 335 9037 7587 965 485 5.30815869250033 24.168445278899437 7.069430051813471 26.693365304796934 1.3505154639175259 2.418144470541901 1.5309739199815474E7 146745.44044807658 1.531151203419689E7 150770.52744271132 1.5341578579381444E7 143695.20545650655 4084.3727428496113 31809.035655153 5007.204145077721 32470.042759681484 221.03488372093022 1203.4953937554965 6418 26739 2689 296 85 35 16 0
32 16100005 48247 37603308 10.368856538509394 12.382094589947515 785.2419604076177 680.6259504225308 3240 3649 6893 48216 31 139 31 3120 3050 2979 2890 2810 2736 2661 2612 2553 2487 2417 2311 2188 2023 1844 1714 1265 938 701 498 334 206 123 67 36 21 13 9 6 5 40845 6760 472 1437 40845 786 6760 3955 48217 3363 625 401 8265 6866 940 459 5.948878531896301 23.91884460616591 7.191489361702128 26.157888033688398 1.3986928104575163 2.5895718474182514 1.581922709364987E7 151543.7249736429 1.5805856512765957E7 152760.80199874923 1.5836347409586057E7 152783.29458543975 4764.361637052141 30852.672574031323 5168.61914893617 32029.74634708353 161.25853658536585 1069.2902615354888 5538 28315 2934 281 100 39 15 0
33 16600003 49067 38465615 10.19659862558372 12.340655078911634 789.5312397372742 679.9226274590884 3259 3883 7107 49006 61 126 61 3143 3073 2995 2909 2815 2747 2682 2623 2565 2513 2429 2344 2219 2061 1877 1737 1268 936 695 490 327 201 120 67 36 20 12 8 5 4 40877 7561 442 1387 40877 832 7561 3882 49007 3609 607 374 8388 6994 997 397 5.844581069488132 25.089835731233936 7.5837512537612835 29.55470252470784 1.584382871536524 4.263665243639993 1.6306415544323705E7 145752.92098689984 1.630942453660983E7 152247.88378556713 1.634450377833753E7 143339.39867676867 4657.09079210752 32884.56553334906 5874.2808425275825 38071.82913072443 203.3027027027027 1233.8237839050314 5728 28608 2766 224 91 66 23 0
34 17100012 51675 40876207 9.681051673733325 11.963764966952036 794.318435319951 679.4822098997711 3292 3546 6826 51675 0 129 0 3166 3100 3015 2920 2837 2760 2688 2628 2575 2510 2434 2339 2217 2049 1850 1659 1224 908 680 487 315 195 113 65 36 20 12 8 5 4 44419 6738 389 1479 44417 831 6737 4022 51674 3258 543 451 8099 6759 1007 333 6.571830152389407 30.478596003123982 6.69116186693148 34.09757305996924 1.5555555555555556 4.227750450756746 1.6823380540168665E7 152630.32499290133 1.680225063157895E7 150359.09982479326 1.682317917117117E7 140113.3685568631 5345.955608168097 39567.57889273515 4673.100297914598 43430.51461430496 240.909604519774 1415.9802936801045 5379 32718 2880 274 102 71 22 0
35 17600016 48657 38611232 10.281531438911049 12.631071253655717 798.5509803110523 678.4307318366386 3171 3719 6894 48595 62 116 62 3042 2964 2877 2779 2694 2630 2562 2508 2461 2405 2341 2256 2153 2005 1836 1693 1238 911 670 472 317 192 119 66 36 20 12 8 5 4 41935 6158 386 1357 41935 789 6158 3849 48596 3413 491 378 8099 6758 979 362 6.205238236164545 28.24715989306301 6.290091930541369 30.234460042394645 1.558011049723757 4.137151447487451 1.7301301002811484E7 147292.4396704046 1.7310601919305414E7 150472.5177681262 1.7341735494475137E7 149085.752962878 5160.845812370524 37089.91827687534 3783.9193054136877 37471.82160927139 165.2967032967033 810.3181372254255 5542 29962 2727 307 118 52 20 0
36 18100019 48247 37059730 10.376867529880478 12.617975804898922 773.6321184034737 681.5867863017805 3176 3847 7065 48185 62 120 62 3042 2970 2878 2791 2703 2627 2556 2514 2460 2406 2340 2249 2133 1985 1806 1777 1296 963 707 493 326 199 120 66 35 20 12 8 5 4 41850 5762 453 1310 41850 811 5761 3783 48186 3502 516 305 8249 6865 971 413 6.096139839766933 26.02254051226184 5.9340885684860964 18.951996381339647 1.5375302663438257 4.694543739288926 1.783103751405681E7 157495.62760631967 1.7820703652935117E7 149094.34354941332 1.785850926392252E7 145257.22765922718 4952.331391114348 33505.21063409114 3121.2399588053554 17818.219787090136 168.951871657754 1006.3862257076642 5654 28894 2781 236 92 186 25 0
37 18600015 49960 38020514 10.014098892515971 12.236914414167845 767.0144038733105 682.320980415161 3360 3971 7354 49836 124 131 124 3239 3150 3068 2975 2892 2819 2745 2687 2629 2570 2493 2400 2268 2109 1920 1824 1321 964 701 488 315 197 115 65 36 20 12 8 5 4 43398 5878 429 1436 43398 864 5878 4042 49837 3757 597 491 8685 7200 1084 401 6.0275 27.219457909533926 5.422509225092251 17.66221601438351 1.7057356608478802 7.1450940565752346 1.8320864467916667E7 149399.19105144576 1.831408777121771E7 153717.1230940426 1.833229506733167E7 146661.62692378898 4842.620416666667 34526.66155970187 2883.0756457564576 17013.621905414668 147.6051282051282 903.5095333880417 5978 29577 2866 395 124 113 29 0
38 19100005 47026 35544592 10.646185944518958 12.51923473794258 761.9173025808111 683.0753563766358 3308 3937 7194 47026 0 113 0 3191 3113 3030 2944 2855 2779 2707 2662 2607 2545 2462 2370 2263 2113 1930 1844 1343 999 737 507 332 203 120 66 37 21 13 9 6 5 41120 5295 498 1431 41118 807 5295 3975 47025 3563 496 400 8446 6993 970 483 5.8801658801658805 23.924337929688782 5.458762886597938 16.94113519973411 1.2650103519668736 1.632359112846167 1.8818131506792508E7 153450.31816096464 1.88075769185567E7 149105.2339545885 1.8876586366459627E7 141671.7744978314 4694.998998855835 30578.561176666808 2774.5056759545923 17094.86919625141 165.9257142857143 732.4722871403201 5828 28081 2828 360 121 51 18 0
39 19600006 47256 35685325 10.584855733609942 12.558533332249755 763.3496331472331 680.2622554163127 3249 4255 7506 47056 200 118 200 3120 3046 2955 2868 2789 2722 2653 2608 2552 2488 2402 2313 2188 2024 1855 1872 1331 976 715 505 330 204 119 68 37 21 13 9 7 6 41139 5289 510 1415 41139 813 5289 3917 47057 3930 506 317 8799 7362 1003 434 5.5880195599022 23.55751543670651 5.273180458624128 15.98675299072456 1.9078341013824884 10.491602962316769 1.9314053019695736E7 148884.79819500732 1.9317457739780657E7 152330.0455841951 1.934819344470046E7 152125.4104424182 4471.19967400163 30684.368551886622 2736.2671984047856 16315.378309095175 129.015873015873 504.69833831548596 6101 26696 2759 352 108 64 19 0
40 20100007 49294 38036177 10.150065969755405 12.447112922911112 778.720974511209 682.1273467070511 3239 3703 6896 49199 95 119 95 3117 3055 2982 2888 2805 2733 2669 2626 2567 2503 2426 2329 2203 2037 1853 1784 1322 978 721 510 330 200 116 65 35 20 12 8 5 4 43124 5346 610 1402 43124 816 5345 3943 49200 3289 573 459 8203 6735 984 484 6.4029695619896065 31.048516767584303 5.432926829268292 16.44580283520111 1.7024793388429753 6.234899112427462 1.981409120772086E7 151486.86721834654 1.9811483136178862E7 152141.10928767594 1.9851700487603307E7 140090.39642484067 5184.95426874536 39713.58615162535 3112.066056910569 17812.967570671106 278.1658031088083 1775.610561267581 5573 29885 2829 376 119 52 17 0
41 20600007 48809 38699300 10.246628960203287 12.652829000846445 798.2926482115599 679.6030961608393 3194 3422 6534 48778 31 99 31 3073 3009 2935 2857 2767 2708 2634 2586 2531 2471 2399 2303 2195 2049 1864 1650 1237 925 684 481 310 195 122 66 36 20 12 8 5 4 42036 6028 615 1446 42036 823 6027 3892 48779 3072 479 423 7774 6334 1032 408 6.6365645721503 28.115980643403834 5.841085271317829 22.767254296841642 1.8259803921568627 7.724737447153203 2.0318217001894537E7 153818.28180509387 2.0328257132751938E7 155128.03547061657 2.03439910122549E7 141662.3418042381 5488.4051152510265 36309.92650120042 3778.7063953488373 27433.6245022672 214.4 1174.0917916816034 5143 29857 2634 326 88 115 18 0
42 21100032 50249 39645155 9.955820574591355 12.260631029741354 794.0529562570101 678.0338001908532 3285 3718 7011 50217 32 95 31 3142 3079 2999 2914 2823 2745 2676 2626 2565 2501 2420 2311 2192 2041 1849 1711 1263 935 702 495 327 202 118 66 37 21 13 9 6 5 43485 6095 543 1368 43482 803 6095 3945 50216 3420 596 509 8236 6824 1021 391 6.37236225087925 26.117907194138684 5.969637610186092 28.15441192551701 1.710997442455243 7.500042625624821 2.081744407986518E7 148996.49772934918 2.0809681439764936E7 151349.21704915995 2.0830560421994884E7 143930.57786314172 5195.406126337388 33285.772172579556 4078.751224289912 35878.04959482465 193.02941176470588 1016.1290156621787 5543 31379 2854 357 105 68 16 0
43 21600014 48550 38586062 10.302563257232341 12.70988468529224 800.2155122355869 676.9271185652302 3211 3514 6650 48490 60 85 60 3080 3008 2929 2837 2746 2676 2616 2568 2517 2453 2382 2300 2184 2032 1861 1697 1277 963 708 495 322 197 117 66 36 20 12 8 5 4 41805 6129 471 1307 41805 803 6129 3773 48491 3210 533 396 7807 6445 985 377 6.486423584173778 26.838291138185355 6.222335025380711 32.691357773828344 1.6339522546419099 5.750100910197453 2.13084413416602E7 153440.1199701413 2.131880830253807E7 155016.64568852214 2.1350426381962866E7 149078.6559197644 5372.447168347556 35197.137486079235 3999.586802030457 41431.469729337325 137.91612903225806 639.0808015953397 5187 29896 2689 326 105 57 17 0
44 22100001 47704 34983911 10.485865279758409 12.531270340536981 739.6417683249117 682.6946565022952 3288 4291 7508 47672 32 133 32 3150 3086 3007 2906 2821 2751 2681 2630 2575 2512 2435 2333 2230 2069 1886 1866 1346 995 727 513 343 210 122 68 37 21 13 9 6 5 40563 6312 664 1386 40563 807 6312 3932 47673 3910 599 433 8662 7182 991 489 5.647869674185464 22.738745414473225 6.369323915237135 34.61392952343726 1.6952965235173825 7.023186838909608 2.1822067830409355E7 148898.49900966932 2.181877358627649E7 151329.4411647053 2.183593971165644E7 152677.12707018334 4297.697855750487 28762.265173892432 4117.833501513623 43941.72625091317 187.385 1051.6550812885373 6051 27524 2625 385 103 72 21 0
45 22600001 47473 35472664 10.536697924349383 12.529779930297071 752.8709383025235 679.7401429419136 3203 4504 7628 47442 31 124 31 3066 3003 2920 2836 2749 2684 2624 2583 2523 2464 2393 2295 2187 2043 1874 1904 1372 1010 735 501 328 202 118 64 35 20 12 8 5 4 40925 5703 690 1340 40925 802 5703 3828 47443 4222 461 443 8826 7396 987 443 5.533396430502974 25.487422533661785 5.778115501519757 18.95090441418302 1.90744920993228 8.13722599861869 2.2310435815035153E7 144076.4238293296 2.231533873657548E7 149912.89789700354 2.231864596839729E7 145081.9471792504 4338.478637101136 32638.39939755703 3382.661600810537 20839.932656310437 266.73295454545456 1541.0874444247595 6258 26906 2569 367 109 77 18 0
46 23100002 47649 33812296 10.49859326446628 12.585915374339194 714.3257631773529 683.2122347453349 3050 5455 8404 47587 62 113 62 2939 2882 2813 2735 2652 2587 2525 2482 2432 2372 2304 2228 2114 1954 1778 2171 1520 1087 770 524 337 208 122 67 36 20 12 8 5 4 40790 6164 520 1362 40788 774 6163 3712 47586 5015 601 442 9477 8183 924 370 4.984724428693633 24.42565728319795 6.670995670995671 31.09216852718613 1.8783783783783783 6.6934821059522305 2.282683424306489E7 149860.87843486812 2.2808702765151516E7 149105.08004170583 2.2848215756756756E7 148243.0576183878 3652.12686384747 29875.527218531006 4216.5638528138525 38600.57567581511 190.18032786885246 944.4208882736818 7007 26392 2561 368 117 81 18 0
47 23600003 48966 36063474 10.217098138575018 12.41158675384198 742.9268277609542 680.7651087293563 3241 5069 8257 48873 93 116 93 3113 3045 2976 2887 2797 2731 2662 2612 2555 2493 2418 2310 2185 2023 1858 2085 1470 1065 756 523 346 207 119 66 36 20 12 8 5 4 41204 7020 533 1442 41204 865 7019 3937 48874 4786 506 448 9489 8010 1058 421 5.144069912609239 23.51138593138401 6.6351606805293 42.41282619782554 1.7624703087885987 6.662369953453094 2.3332786980024967E7 150174.0401072239 2.33218358194707E7 145962.29648668948 2.3343975451306414E7 144928.99026288686 3868.8700374531836 29897.750669126992 4771.258034026465 55288.39789899179 165.13836477987422 738.8935166387763 6905 28328 2599 365 117 82 19 0
48 24100005 49145 37367185 10.176992591386469 12.014821642572354 765.6809417453845 684.9980483851151 3288 4079 7282 49145 0 83 0 3164 3095 3003 2909 2823 2756 2692 2645 2588 2526 2451 2359 2230 2051 1849 1856 1372 1028 749 511 331 200 117 64 34 19 11 7 4 3 42607 5861 594 1452 42607 812 5861 3953 49145 3670 586 536 8577 7092 1030 455 6.00775521714608 28.31338254489689 5.690291262135922 17.071892530211958 1.487912087912088 4.721705782289436 2.3789000608714044E7 135548.28293488748 2.3805221917475726E7 146640.7016976449 2.3835000162637364E7 141795.91584810262 4801.972222222223 37468.98599163955 3175.6368932038836 18393.733557398904 247.19277108433735 1219.6371275471924 6025 28808 2730 338 115 82 22 0
49 24600008 42965 32913024 11.641614863449046 13.653967061328334 773.2872682846604 678.0704949893349 3184 1177 4258 42840 125 99 125 3049 2985 2910 2827 2741 2681 2619 2574 2515 2451 2385 2286 2163 2018 1835 1045 938 793 630 472 319 199 119 65 35 20 12 8 5 4 36512 5845 384 1367 36512 801 5845 3796 42841 834 437 398 5482 4111 998 373 8.881537338846996 31.6847575784809 5.856713426853707 17.721684915167206 1.6300268096514745 6.724171117081736 2.4294310820238385E7 149423.31135517123 2.4314169858717434E7 151979.77155253696 2.4356158112600535E7 151912.56529738824 7220.130381902213 40002.436487841034 3220.246492985972 18144.458525272963 111.79746835443038 439.3928204157544 2991 25780 2671 390 82 221 22 0
50 24865186 23857 18007214 11.119376074468532 13.485892728927137 760.4794121373369 677.4064227243548 2247 960 2976 23857 0 74 0 2159 2124 2077 2021 1959 1912 1863 1828 1783 1731 1678 1629 1566 1462 1326 883 808 691 563 413 278 186 109 63 35 20 12 8 5 4 20158 3411 214 998 20157 521 3411 2662 23857 387 323 192 3640 2778 634 228 7.256299496040317 23.939486044621628 5.3801261829652995 13.4201693868684 1.263157894736842 1.2943873440710196 2.4702666041036718E7 76971.5995526019 2.47029182807571E7 76361.36206356897 2.4722338969298247E7 73264.85601236897 5730.968311127115 30887.053951980484 3286.916403785489 15107.030470833362 93.34782608695652 206.6207405726313 1831 14370 1795 190 69 85 16 0
1 575005 45230 36001226 12.716010614772225 353.032724482457 802.6218035893435 676.5008476721414 3240 1190 4326 45199 31 117 31 3105 3038 2966 2891 2802 2739 2676 2620 2558 2492 2413 2313 2204 2045 1862 1078 963 817 644 474 315 200 116 65 35 20 12 8 5 4 38591 5989 502 1342 38591 822 5988 3866 45200 751 493 523 5625 4128 1030 467 9.34859496124031 34.170556594596114 5.8145631067961165 17.81580513536672 1.39186295503212 2.718404242825006 267450.3529554264 151445.09306312227 276692.5796116505 152179.9107279856 328203.09850107064 139488.06716421965 7845.3694282945735 43784.29561177426 3464.46213592233 20851.776678440925 246.21761658031087 1778.2089886326314 2966 27811 2684 412 100 66 18 0
2 1075003 43333 34435954 11.54429386096553 13.681539290242492 800.4338477988006 676.0024237418379 3246 1164 4362 43277 56 121 56 3122 3063 2987 2891 2804 2734 2666 2613 2559 2492 2417 2318 2205 2043 1842 1049 937 780 625 463 314 197 115 68 37 21 13 9 6 5 36992 5772 392 1309 36992 816 5772 3834 43278 740 505 406 5431 3969 1051 411 9.320231796422272 34.637273864158836 5.491912464319696 16.868749503154948 1.3844282238442822 3.14143488531692 769823.6366843034 151080.22106648044 778059.177925785 152050.7176927273 800710.396593674 141627.67474848198 7855.703955656337 45042.06174496051 3081.60608943863 18452.017505797383 90.13861386138613 272.7051866244593 2891 26650 2613 361 93 70 16 0
3 1575002 41956 32728061 41.425876910604 6041.629483231121 787.7836562763268 677.622385027484 3126 1160 4238 41896 60 106 60 3010 2959 2889 2804 2720 2660 2603 2548 2490 2423 2353 2259 2154 1994 1805 1037 928 780 616 456 305 196 119 67 36 20 12 8 5 4 35214 6072 504 1314 35213 828 6072 3739 41896 729 500 510 5472 4005 998 469 8.79250936329588 30.182118872363286 6.084168336673347 18.712464098168645 1.4285714285714286 4.574425989600045 1263302.9565543071 151104.0988970828 1288505.8607214428 153145.476947113 1317645.8869936033 148028.40026172987 7242.6558441558445 39043.705984067135 3712.0851703406815 21346.821047163892 142.45294117647057 918.9824839910459 2933 24306 2573 372 99 40 11 0
4 2075019 45031 36494713 11.108410716665926 13.319601458033352 816.8647626295409 673.5114597343139 3205 1193 4353 44974 57 128 57 3090 3036 2961 2874 2788 2723 2663 2619 2565 2501 2425 2321 2188 2030 1854 1067 936 788 636 472 311 195 115 67 37 21 13 9 6 5 37983 6424 439 1320 37981 814 6424 3783 44973 826 551 504 5504 4104 979 421 9.255116959064328 33.72035915930254 6.561797752808989 20.43802760593198 1.482185273159145 3.801487394862919 1780810.0236354775 155119.98349962672 1778107.5914198162 151775.5667937055 1819255.2874109263 139276.24331846758 7920.545698269559 43976.648527518475 4057.6220633299286 23735.391186373432 131.14893617021278 661.9474090442726 2945 27433 2696 470 104 77 10 0
5 2575007 41154 31709371 12.152711275308071 13.904037767574248 776.8750275620453 678.4733547988179 3105 1168 4188 41091 63 115 63 2996 2937 2869 2786 2707 2645 2588 2540 2484 2413 2342 2253 2127 1982 1794 1049 934 798 634 470 322 205 120 66 36 20 12 8 5 4 34122 6469 385 1342 34122 750 6469 3709 41092 802 529 416 5440 4118 919 403 8.286061194754735 31.87458348536065 7.039173014145811 22.244780292734628 1.3970223325062034 3.6027973691806054 2267827.187955318 149829.39554810285 2281630.027203482 155885.61405655398 2337463.4665012406 138894.27593570843 6658.785332685769 40984.45463533939 4646.764961915125 26277.28922739882 99.20967741935483 399.43565027383 2889 24439 2678 432 119 51 11 0
6 3075010 40664 31517175 12.299886844435697 14.602846033222395 781.820405328306 676.8520065542934 3099 1171 4182 40601 63 117 63 2980 2915 2843 2754 2676 2614 2552 2505 2453 2396 2331 2241 2116 1970 1791 1055 930 779 606 437 293 187 115 65 36 20 12 8 5 4 34382 5685 417 1313 34382 785 5685 3702 40602 712 585 311 5379 4009 948 422 8.57620354203043 29.66509665568141 5.996835443037975 19.075825822272748 1.414691943127962 3.7807193578152876 2776375.3073085556 152460.6983528508 2785510.371308017 152747.6170665227 2820260.4218009477 137204.3717510039 7068.1341980543775 38703.426064316176 3327.9166666666665 21541.693675529266 144.86885245901638 656.9230976942073 2960 25047 2656 460 135 75 9 0
7 3575001 44573 35874123 11.221760890544695 13.55409911432356 813.0583369217868 674.0369129949613 3110 1226 4221 44482 91 108 91 2996 2938 2871 2795 2718 2659 2598 2545 2494 2432 2359 2277 2167 2021 1835 1110 998 834 655 482 326 199 117 65 36 20 12 8 5 4 38039 5849 486 1321 38039 779 5849 3721 44483 815 582 434 5559 4147 937 475 9.172654931275622 34.77983736377846 6.242262540021344 18.08322984722523 1.4421052631578948 4.46624768917406 3267401.587894864 149217.99502186736 3289057.1216648878 154265.5837160858 3351417.7157894736 149285.99464491673 7838.737882806849 46259.57707523022 3572.547491995731 19589.357778388003 118.1547619047619 382.31000572335336 2886 27918 2737 536 111 86 10 0
